,PageLink,Title,Article,Date,Topic
31,https://www.flightglobal.com/air-transport/atr-42-600-commences-chinese-certification-testing/139164.article,ATR 42-600 commences Chinese certification testing,"ATR has embarked on flight testing to obtain Chinese certification for its ATR 42-600 turboprop. The airframer says the initial 3h test was conducted from Toulouse's Francazal airport, which is located some 10km south of the city's main Blagnac airport. China's civil aviation administration CAAC co-operated with the European Union Aviation Safety Agency for the 3 July test. EASA pilots were on board the turboprop with ATR's own. Certification of the type, an enhanced and modernised version of the ATR 42-500, will enable deliveries to Chinese operators. ATR says sub-100-seat regional aircraft account for just 2.5% of the Chinese airline fleet, compared with around 25% globally. It claims that the ATR 42-600 configured with 30 seats would offer an ""ideal solution” for Chinese connectivity. Chinese testing of the variant will provide a lift to the company, which is preparing to halve its production, as a result of the air transport crisis, a measure which will result in just over 200 job losses.",7-Jul-20,"Aircraft programmes, Asia Pacific, Europe"
32,https://www.flightglobal.com/airlines/el-al-could-be-renationalised-as-it-opts-for-share-issue/139163.article,El Al could be renationalised as it opts for share issue,"Israeli flag-carrier El Al has given up pursuing a $400 million state-backed loan and opted for an alternative fundraising package which could result in the airline being renationalised. El Al's board has chosen a $250 million bank loan, which would have a state guarantee, alongside a $150 million share issue, says the carrier. Under the proposal the government would undertake to purchase any shares to which investors do not subscribe. This potentially means the government could acquire the entire $150 million share issue. At the airline's current market capitalisation – some 249 million shekels ($72 million) on 6 July – this would equate to a 67% government shareholding. Knafaim Holdings is the current main shareholder of El Al, with a 38.3% stake. Pinchas Ginsburg has just under 8%, while the other 53.7% is publicly traded. El Al had been trying to secure an urgent state-backed $400 million loan Implementation of the proposal requires the signature of a formal financing agreement and a number of other conditions, the airline says. These include finalising collective agreements with personnel to achieve required productivity, and securing the approval of the government as well as the finance committee of the Knesset. El Al shareholders will also need to approve the increase in share capital and the publication of a prospectus to accompany the share issue. The carrier says it board made the decision after ""examining all the relevant considerations and circumstances” relating to the two options being weighed. ""There is no certainty that the actions and conditions required for the full implementation of the plan will be completed,” it warns. El Al has stated that the financing measure is critical to the airline's survival, following the serious impact of the coronavirus crisis on its operations.",7-Jul-20,"Air Transport, Coronavirus, El Al, Middle East"
33,https://www.flightglobal.com/business-aviation/administrator-trims-piaggio-bidders-as-due-diligence-starts/139161.article,Administrator trims Piaggio bidders as due diligence starts,"Piaggio Aerospace’s administrator has invited 11 of the 19 bidders for the company to enter due diligence, and says he is confident a suitable buyer can be selected before year-end, with the deal to close in the first half of 2021. The Italian airframer – developer of the P180 Avanti twin-pusher and its unmanned surveillance variant, the P1HH Hammerhead – entered extraordinary receivership in December 2018 after Abu Dhabi wealth fund Mubadala, its sole shareholder, pulled out. Bidding for the company ran from 26 February until 29 May. Extraordinary commissioner Vincenzo Nicastro says offers ""have arrived from all over the world”, including companies in Canada, China, France, Germany, Italy and the USA. However, he declines to reveal their identities due to confidentiality agreements. The ""vast majority” of the bidders are interested in acquiring the whole company – which is Nicastro’s preferred outcome. ""Those parties who are interested only in one of the two businesses - aircraft manufacturing and development, or engine support - have indicated that they are ready to reconsider the possibility of acquiring it in full, once due diligence is completed,” he says. This process is expected to end on 31 August, when parties will be invited to submit binding offers. ”Our aim is to select a buyer before the end of the year, and complete the sale in the first half of 2021,” says Nicastro. He describes the ideal owner for Piaggio as ""a solid company” with a long-term strategy for the firm. ""It must be ready to develop Piaggio’s existing portfolio, invest in its future and its skilled workforce, and of course, pay the right price.” He does not expect the worsening global economic climate, triggered by the coronavirus pandemic, to have ""much of an impact” on the acquisition price or sale process. ""Even if some interested parties have been discouraged by the pandemic, receiving 19 expressions of interest in Piaggio confirms that there is a huge interest in the company,” he says. Piaggio’s appeal to a potential buyer is sweetened by a lifeline package of orders and commitments secured by Nicastro from the Italian government, worth around €900 million ($980 million). This includes a deal for nine new Avanti Evos, and the retrofit of 19 earlier-generation examples of the twin-engined turboprop operated by the country’s armed forces. Rome has also committed to financing the completion of P1HH certification, and acquiring at least one system, comprising two aircraft and one ground station. HammerHead development has been on hold since the company entered receivership. Piaggio says its long-term objective is to maintain ""company know-how” and participate in future Europe-wide unmanned air vehicle programmes.",6-Jul-20,Business & General Aviation
34,https://www.flightglobal.com/strategy/pandemic-pushes-airasia-into-the-red/139162.article,Pandemic pushes AirAsia into the red,"AirAsia Groupslipped to a MYR953 million ($223 million) net loss in the first quarter, down from a MYR102 million profit in the same three-month period of 2019, as Covid-19 caused demand to plummet. ""Despite kick-starting the year with a strong performance in January 2020, the uncertainty of the outbreak as well as increasing travel restrictions and border controls in regards to Covid-19 has led to weaker air travel demand in February and March,” says the airline group. It cut capacity across its airline units by 19% in the first quarter of 2020, and passenger numbers fell 22%. Load factor was still ""within expectations” at 77%. Group revenue dropped 15% year on year to MYR2.3 billion. AirAsia Philippineshad the highest market-share gain during the period, followed byAirAsiaIndonesia andAirAsia India. Malaysia, whereAirAsiahas a 61% share, remains the group's strongest domestic market. ""For each of our operating markets, we have restarted operations in phases and are focusing domestically for now, before opening up to ASEAN and then the rest of Asia when border restrictions are lifted,” statesAirAsia Groupairlines president Bo Lingam. ""We are aiming to increase our flight frequencies to around 50% of our pre-Covid operations, and we look forward to resuming all domestic routes in the coming weeks and months to cater to the increasing demand.” AirAsia Groupchief executive Tony Fernandes describes the Covid-19 crisis as the ""toughest challenge” the airline has faced since it began operations in 2001. He says the group has been restructured into a ""leaner and tighter ship”, reducing cash expenses by at least 50%. ""On the airline operations, we are encouraged by the strong rebound demand seen since resuming operations in late April 2020, and we foresee this will continue in the coming months,” adds Fernandes. ""We have applied for bank loans in our operating countries to shore up our liquidity. ""We have also been presented with proposals to raise capital to strengthen our equity base and/or liquidity from a number of investment bankers, lenders [and] potential investors to help the company weather the storm caused by the Covid-19 pandemic.”",6-Jul-20,"AirAsia, Airlines, Asia Pacific, Strategy"
35,https://www.flightglobal.com/aerospace/mtu-to-cut-workforce-by-up-to-15/139160.article,MTU to cut workforce by up to 15%,"German engine specialist MTU will cut its workforce by up to 15% by the end of 2021 to account for reduced air-transport demand amid the coronavirus crisis. The company says it aims to avoid compulsory redundancies as it seeks to reduce its German and international workforce by 10-15% by the end of next year. It will do this through ""increased use of partial retirement, early retirement and other arrangements”. MTU warned in April that it was preparing for a ""significant” reduction in demand for new engines and aftermarket services in the second quarter. ""As a result of the pandemic, the aviation industry will remain under pressure for some time to come,” states MTU chief executive Reiner Winkler. ""It will be years before air traffic – which is the foundation on which our activities in series production and our maintenance business rests – returns to pre-crisis levels.” The company adds that it is ""taking advantage of the temporary capacity adjustment options available through short-time working at its German locations”. It is also looking at ""various measures” to reduce capacity at its international locations, ""where different legal frameworks apply”.",6-Jul-20,"Air Transport, Engines, Europe"
36,https://www.flightglobal.com/airlines/air-arabia-abu-dhabi-to-open-flights-with-egyptian-routes/139158.article,Air Arabia Abu Dhabi to open flights with Egyptian routes,"Middle Eastern budget carrier Air Arabia's new Abu Dhabi-based spin-off is to open services in mid-July with initial operations to two Egyptian cities. Air Arabia Abu Dhabi is to operate to Alexandria, from 14 July, and Sohag from the following day. It will commence services with a pair of Airbus A320s stationed in the United Arab Emirates capital. Alexandria will be served thrice-weekly while Sohag will be a weekly connection. Air Arabia Abu Dhabi is being launched as a joint venture in co-operation with Etihad Airways. Etihad Aviation Group chief Tony Douglas says the carrier will ""offer greater convenience and direct access” to new markets. ""We look forward to seeing the emirate continue to prosper as the current global situation improves and markets begin to re-open,” he adds. Air Arabia is forming the Abu Dhabi division as a joint venture with Etihad Airways Air Arabia Abu Dhabi is one of two budget airline operations to start up in the city alongside Wizz Air Abu Dhabi, which is aiming to start flights in the autumn after it opened new links to the city from Europe. Air Arabia Group chief Adel Ali says the commencement of Egyptian services for its new operator is a ""testament to the strength” of the aviation sector in the UAE, as well as a ""commitment to its long-term prospects”. ""Egypt is a key travel market and the launch of the first flights reflects our focus on supporting commercial and trade ties between both nations,” he adds. ""We look forward to expanding Air Arabia Abu Dhabi's destination network as more airports open up and flights resume.”",6-Jul-20,"Air Arabia, Air Transport, Middle East, Wizz Air"
37,https://www.flightglobal.com/airlines/japans-ana-and-jal-secure-16bn-in-export-credit-guarantees/139157.article,Japan's ANA and JAL secure $1.6bn in export-credit guarantees,"The Japan Bank for International Cooperation is providing guarantees totalling Y174 billion ($1.6 billion) for aircraft-import loans toANA HoldingsandJapan Airlines. The export-credit agency on 9 June signed an agreement with private financial institutions to provide a Y88.4 billion guarantee against the principal and interest of their loans toJAL. The guarantee allows the airline to obtain financing from these institutions for the import of Airbus and Boeing aircraft numbering eight in total. On 30 June, the agency signed a similar agreement to guarantee Y85.6 billion against the principal and interest of loans to ANA for six Airbus/Boeing jets. ""As Japan's policy-based financial institution, JBIC will continue to provide financial support for the import of aircraft that are indispensable for the lives of the people in Japan,” it says. Cirium has contactedJapan Airlinesand ANA for comment.",6-Jul-20,"Asia Pacific, Strategy"
38,https://www.flightglobal.com/airlines/initial-expressions-of-interest-sought-for-sa-express-jets/139156.article,Initial expressions of interest sought for SA Express jets,"Assets of South African regional carrier SA Express, including Bombardier CRJ200 jets, are being advertised online as part of an initial process to obtain expressions of interest, as the airline edges towards liquidation. The airline was placed in provisional liquidation on 28 April but a final liquidation order has been deferred until early September. But an online auction platform, Go-Dove, is publicly seeking expressions of interest for several assets of the airline which, it states, are ""immediately available for negotiation”. The company overseeing the procedure says it has been mandated by SA Express's joint provisional liquidators to manage an 'expression of interest' process, but states that no auction is taking place. Its list of assets includes CRJ200s, engines, spares and retables, ground-support equipment, tooling, and workshop equipment. The platform is inviting interest from parties for the sale of the business in its entirety, or specific assets, or investment offers from potential equity partners. Along with the aircraft and engines it lists other intangible assets ""required to operate [an] airline in southern Africa”, including operating and maintenance licences.  This article has been updated to clarify that the assets listed are subject to expressions of interest rather than auction",5-Jul-20,"Africa, Air Transport, SA Express"
39,https://www.flightglobal.com/safety/taiwanese-probe-a330-computer-failure-after-wet-runway-landing-incident/139155.article,Taiwanese probe A330 computer failure after wet runway landing incident,"Taiwanese regulators are advising Airbus A330 operators to consider the effects of wet runways on aircraft deceleration after a near-overrun incident at Taipei's Songshan airport. As the aircraft landed on the wet runway and the thrust reversers were activated, says the Taiwan Civil Aeronautics Administration, the crew ""noticed the loss” of all three primary flight computers. The aircraft's thrust-reversers, automatic braking system, and spoilers were also unavailable, which affected the A330's deceleration. ""Maximum manual braking was applied, and the aircraft was stopped right before the end of the runway safely,” says the administration in a 24 June safety bulletin. The crew then requested towing. The administration states that the root cause of the failure is ""still under investigation”. But the bulletin recommends that A330 operators consider ""possible deceleration deficiency” if such conditions occur while conducting an approach to a wet runway. ""If the landing distance available is a concern, consider diverting to an alternate airport,” it says. It adds that, if automatic braking is unavailable, the crew should ""promptly” switch to an alternate system or apply manual braking. The administration's bulletin does not identify the airline involved in the incident – beyond stating that the jet was Taiwanese-registered – or the location. But the Taiwanese publicationUnited Daily Newshas reported that a China Airlines A330-300 arriving at Songshan from Shanghai on 14 June experienced the flight computer malfunction and other systems failures. It reports that the crew initiated manual braking but the aircraft stopped just over 9m (30ft) from the end of the runway. The publication indicates that the twinjet – which it identifies as B-18302 – was only lightly loaded, with 80 occupants. Songshan airport has a single runway, designated 10/28, which is about 2,600m in length. The airport had been affected by thunderstorms and rain for several hours on 14 June. FlightGlobal has contacted China Airlines for comment.",5-Jul-20,"Air Transport, Airlines, Asia Pacific, Ops & safety"
40,https://www.flightglobal.com/safety/ethiopian-787-hit-lighting-mast-after-being-sent-to-wrong-de-icing-stand/139154.article,Ethiopian 787 hit lighting mast after being sent to wrong de-icing stand,"Norwegian investigators have revealed that a de-icing vehicle driver vainly attempted to stop an Ethiopian Airlines Boeing 787-9 from taxiing onto the wrong de-icing stand, before the jet's right wing struck and felled a lighting mast at Oslo Gardermoen. The aircraft (ET-AUP), which was preparing for departure to Stockholm and Addis Ababa on 18 December 2018, had been given the wrong stand number, even though two de-icing co-ordinators had agreed on the correct stand allocation. Investigators state that the Ethiopian 787 was part of a queue for de-icing. It was followed by a Lufthansa Airbus A320 an Atlas Air Boeing 747. Gardermoen's 'B-North' de-icing platform comprised nine parking stands, in three groups of three, of which only the centre stand of each group – those numbered 992, 995 and 998 – was suitable for large aircraft. The two co-ordinators thought the most practical option was to allow the larger 787 and 747 to taxi respectively to stands 992 and 995, ahead of the A320. This meant re-organising the aircraft queue. The inquiry believes this reshuffle became the ""main focus” of one of the co-ordinators and ""may have contributed” to his subsequent ""slip-up” when he instructed the 787 to use stand 991 instead of 992. Stand 991 was too narrow to accommodate the 787's wingspan. But there was no information in the Norwegian aeronautical information public, or NOTAMs, about which aircraft types could use which de-icing stands, and no signage to warn aircraft crews. Although the 787 captain saw the lighting mast as the jet taxied slowly onto the stand, and thought the clearance was marginal, he was confident about the instructions he had been given. He asked the first officer whether he could see the distance between the wing-tip and the mast. The first officer, however, had a limited view. As the 787 edged forward, the driver of as SAS Ground Handling de-icing vehicle parked at the front edge of stand 991 realised the aircraft was too large. But the vehicle was an older model and did not have a VHF radio to warn the 787 crew directly, so the driver had to resort to calling the de-icing co-ordinators over an internal radio. One of the co-ordinators, about 8s before the collision, tried relaying a message to stop the 787 but the jet struck the mast, badly damaging its right wing and causing the mast to collapse. Accident Investigation Board Norway is recommending the AIP is reviewed to state aircraft limitations for de-icing stands, and that technical solutions are found for Gardermoen to prevent aircraft being directed to the wrong stand. It is also recommending that European regulators consider requirements to fit large aircraft with anti-collision aids for taxiing.",4-Jul-20,"Air Transport, Airlines, Ethiopian Airlines, Europe, Ops & safety"
41,https://www.flightglobal.com/strategy/air-france-to-shed-over-7000-jobs-as-part-of-7-billion-bail-out/139153.article,"Air France to shed over 7,000 jobs as part of €7 billion bail-out","Air France will shed almost 7,600 jobs over the next three years in an accelerated restructuring implemented in parallel with €7 billion ($7.9 billion) worth of government-backed loans. The airline does not expect a full recovery in demand until 2024. The French flag carrier says its activity and revenue has fallen by 95% over the last three months in the wake of European-wide travel restrictions introduced to counter the coronavirus pandemic. ""At the height of the crisis, the airline was losing €15 million per day,” says Air France. ""Recovery looks set to be very slow due to the uncertainties regarding the health situation, the lifting of travel restrictions and changing commercial demand. In this way, even on the basis of ambitious recovery assumptions, Air France predicts that it will not see the same level of activity as in 2019 before 2024.” Air France says French state support, in the form of guaranteed loans amounting to €7 billion, ""will enable the group to withstand the crisis in the short term and is accompanied by strong commitments to ensure its sustainability. Air France must accelerate its transformation to regain its competitiveness and strengthen its leading position in terms of sustainable transition.” The mainline airline forecasts it will need to eliminate 6,560 jobs by the end of 2022 from its existing level of 41,000 staff. ""The many natural departures expected over this period (more than 3,500) will make it possible to compensate more than half of these job reductions thanks to a favourable age pyramid,” says the airline. Air France's Hop subsidiary will be resized and restructured as part of a simplification of its fleet, which will see staffing almost halved over the next three years from 2,420 currently, with 1,020 jobs to go. ""Taking into account the estimated number of natural departures, the overstaffing figure remains at around 820 at the end of 2022,” says Air France. The two airlines are working with the unions around plans that give priority to voluntary redundancies, early retirements and professional and geographical mobility. This restructuring plan will be presented at the end of July, together with the plan for the wider Air France-KLM Group. According to Cirium fleets data, Air France currently has just over half of its 228 aircraft in service. A large part of Hop's fleet remains grounded, with just 28 of 74 aircraft currently flying. The active fleet comprises 13 Bombardier CRJs and 15 Embraer E-Jets.",4-Jul-20,"Coronavirus, Europe, Strategy"
42,https://www.flightglobal.com/strategy/eu-approves-latvian-governments-250-million-aid-for-air-baltic/139152.article,EU approves Latvian government's €250 million aid for Air Baltic,"Air Baltic's €250 million ($281 million) government bail-out, taking the form of an equity investment, has received the green light from the European Commission. The airline confirmed in a statement that the Commission approved the Latvian government's deal on 3 July under EU state-aid rules ""to contribute to overcome the economic crisis caused by Covid-19 and resume growth”. Air Baltic says the commission pointed out that Air Baltic had, like other European airlines, been significantly impacted by EU-wide travel restrictions introduced to limit the spread of the coronavirus. ""The European Commission also points to the important role of Air Baltic in the Latvian economy, ensuring Latvia's connectivity with other European countries,” adds the airline. ""The European Commission has concluded that the increase in Air Baltic share capital will contribute to overcoming the economic consequences of the Covid-19 pandemic in the Latvian economy as a whole,” says Air Baltic chief executive Martin Gauss. ""At the moment, we are already on the path of recovery and we greatly appreciate Latvian society and the government's confidence in the future of the airline.” Cirium fleets data shows Air Baltic has 16 of its 22 Airbus A220s currently in service. The remainder of its fleet – six A220s, four Boeing 737-300s and 12 De Havilland Dash 8-400s – are all stored.",4-Jul-20,"cor, Europe, Strategy"
43,https://www.flightglobal.com/airlines/pilot-stand-off-piles-more-pressure-on-el-al/139151.article,Pilot stand-off piles more pressure on El Al,"Israeli carrier El Al is putting another 400 personnel on furlough after the carrier's pilots chose not to operate a number of the airline's services. The airline had been operating a limited number of passenger and cargo services from Israel, although its scheduled passenger flights had been suspended until 31 July. But it says the ""non-staffing” of flights by the airline's pilots has forced it to cancel remaining services at least until this date. El Al has been trying to reach an agreement with the Israeli finance ministry for a $400 million loan but requires productivity deals with its employees. The airline is under increasing financial pressure having recorded a heavy first-quarter loss and it has warned that the loan is crucial to its survival. Chief financial officer Dganit Palti says the crisis has resulted in a ""serious liquidity problem” at the airline. Palti states that the airline had a substantial cash balance of $264 million at the beginning of the year. But the burden of debt taken on during the fleet modernisation, as El Al replaced its Boeing 767s and 747s with 787s, has been exacerbated by the slump in the airline's revenues – down 25% in the first three months. ""The decrease in fuel prices – which in normal times is a blessing – has led to losses in hedging transactions which, at low consumption rates, are in part not recognized as effective,” says Palti. El Al recorded a charge of $56 million attributed to this situation in the quarter. It has secured agreements to defer lease payments, and increased its liquidity by arranging the sale-and-leaseback of three aircraft. The company has also sold its stake in logistics firm Maman.",4-Jul-20,"Air Transport, El Al, Middle East"
44,https://www.flightglobal.com/safety/control-check-routine-led-e190-upset-crew-to-miss-reversed-ailerons/139149.article,Control-check 'routine' led E190 upset crew to miss reversed ailerons,"Investigators have suggested that familiarity with routine, combined with expectation bias, led the crew of an Embraer 190 to miss clues that the jet's aileron cables had been cross-rigged during maintenance. The Air Astana aircraft had emerged from maintenance at Portuguese firm OGMA during which the aileron cables were inadvertently reconnected the wrong way around, effectively reversing the roll control. After the aircraft departed from Alverca do Ribatejo air base on 11 November 2018, to be ferried back to Almaty, the pilots experienced severe control problems – at one point considering a sea ditching before they managed to regain sufficient control to land at Beja nearly 2h after take-off. While Portuguese investigation authority GPIAAF has primarily attributed the serious incident to the maintenance blunder, it has also noted that the final line of defence – the crew's pre-flight check – did not catch the problem. Embraer's cockpit instruments include a multi-function display screen which features a synoptic page. This contains a diagram of the aircraft – as it would appear from behind, looking forwards along the fuselage axis – and graphic depictions of the flight-control surfaces, including the ailerons, rudder, elevators and spoilers. When the control yoke is manipulated, the corresponding control-surface graphics respond on the screen. The pilots use the synoptic page during the after-start checks to ensure the control surfaces are responding correctly to the yoke movements. As the yoke is turned, green graphic representations of the surfaces, showing their direction of deflection, appear on the diagram. Surfaces failing to deploy are shown as orange graphics. Air Astana's standard operating procedures, based on Embraer's recommendations, required the left-hand pilot to select the synoptic display before carrying out a check for smooth and continuous movement of control surfaces, from neutral to full deflection each way. Turning the yoke to the left would normally deflect the left-hand aileron upwards and the right-hand aileron downwards. But the inquiry says the standard procedure ""lacked detail”, specifically regarding the direction of the controls, which ""did not allow” the crew of the affected aircraft to detect the misconfigured ailerons. While the procedure had ""weaknesses”, the inquiry also points out that the mandatory control check is a frequent and ""highly routine” exercise, carried out before each flight. Given that any system failure or misconfiguration is unlikely, it states, pilots can ""easily” miss interpreting whether the aileron surfaces are deflecting in the correct direction. No details on the crew's pre-flight check, from the cockpit-voice or flight-data recorders, have been disclosed by the investigation. Although the heavy maintenance had involved substantial adjustment to aileron mechanisms, the crew of the aircraft was ""not generally aware” of the scope of the work or the systems disturbed, the inquiry says. Nor had Air Astana provided guidance to its crews on accepting an aircraft which had just undergone particular maintenance procedures – a measure not legally required but nevertheless considered 'best practice'. Air Astana insists that the ""root and primary cause” of the incident was ""systemic organisational and procedural failures” at OGMA, which led to the ""near-fatal mistake” of incorrect aileron cable installation. But it concedes, in comments to the inquiry, that ""an opportunity to detect” the misconfiguration ""was missed” by the crew during the after-start checks. In the aftermath of the incident, says the inquiry, the airline has reinforced the ""visualisation and interpretation” of the control surface positions during pre-flight checks, to focus more attention on their response to yoke commands. The procedure includes a call-out by the left-seat pilot. Air Astana has also modified crew briefings to cover non-revenue flights after maintenance work, and introduced an aircraft acceptance checklist for pilots – including details of systems affected – for use after significant maintenance intervention. Investigators have pointed out that the maintenance personnel could have used the synoptic page display, as well as observation of the ailerons' physical deflection, to check the correct installation of the aileron cables before the aircraft was released from service.",4-Jul-20,"Air Astana, Air Transport, Airlines, Asia Pacific, Europe, MRO, Ops & safety"
45,https://www.flightglobal.com/airframers/close-to-400-cancellations-so-far-in-2020-driven-by-737-max/139148.article,"Close to 400 cancellations so far in 2020, driven by 737 Max","As 2020 passes its halfway point, fleets data from Cirium reveals that the mainline aircraft manufacturers have suffered almost 400 cancellations so far - 80% of which are for the Boeing 737 Max. Cirium data shows Boeing has suffered 322 cancellations and Airbus a further 66, bringing the tally for 2020 so far to 388. Of these, 313 are for the 737 Max. The next highest total is the A320 family, with 29 cancellations. The definitive half-year cancellation status will be confirmed later this month when Airbus and Boeing publish their June and second-quarter order and delivery updates. The 737 Max has been subject to a series of order cancellations and deferrals as Boeing works to return the aircraft to service. Shipments have been suspended now for than 15 months following the Max grounding in March 2019, triggering contract clauses where deliveries are now more than a year later than scheduled allowing customers to walk away from orders. Cirium data shows that the two manufacturers have secured gross orders for 423 aircraft this year, comprising 58 for Boeing and 365 for Airbus. This tally includes military derivatives.",4-Jul-20,"Airframers, Fleets, Orders & deliveries"
46,https://www.flightglobal.com/airlines/finnair-raises-501m-from-oversubscribed-share-offering/139147.article,Finnair raises €501m from oversubscribed share offering,"Finnair has disclosed that investor have oversubscribed by nearly 11% to a new share issue intended to reinforce the Nordic company's liquidity. The company says it will receive net proceeds of around €501 million. Finnair received subscriptions for more than 1.416 billion shares against the 1.279 billion on offer. The vast majority of take-up was achieved through exercising subscription rights. The stock had a price of €0.40 per share. As a result of the offer, the number of Finnair shares will expand more than 10 times to over 1.4 billion. ""With this successful share issue, we strengthen our equity, which helps to reach our goal of sustainable, profitable growth,” says chief executive Topi Manner. The Finnish government held about 56% of the company's shares beforehand. Finnair states that it expects trading with the new shares will begin on the Nasdaq Helsinki exchange on 9 July.",4-Jul-20,"Air Transport, Europe, Finnair"
47,https://www.flightglobal.com/fleets/helvetic-pushes-back-seven-e2-deliveries-to-2021/139146.article,Helvetic pushes back seven E2 deliveries to 2021,"Swiss regional carrier Helvetic Airways has deferred delivery of seven Embraer 190-E2s that were due to join its fleet this year. The airline, which recently took delivery of its fifth E2, says the remaining seven will now arrive ""from 2021 onwards”. Helvetic will resume scheduled flights from Bern to Palma on the Spanish island of Majorca on 5 July, along with services from Zurich to Pristina in Kosovo and Ohrid in Macedonia. Starting on 18 July, the airline will serve Majorca from Bern and Sion on behalf of FlyBair. Crete and Rhodes will also join the network from mid-August, followed by Jerez, Kos, Menorca and Preveza from September. ""Europe may have reopened its internal borders, but the situation remains very uncertain,” states Helvetic Airways chief executive Tobias Pogorevc. ""Things are slowly starting to happen again, but it's still very unclear just how much demand there is for air travel.” Pogorevc adds that the carrier will gradually increase capacity over the next few months, depending on demand.",3-Jul-20,"Europe, Helvetic Airways, Networks, Strategy"
48,https://www.flightglobal.com/strategy/ireland-based-ryanair-pilots-agree-temporary-pay-cut/139145.article,Ireland-based Ryanair pilots agree temporary pay cut,"Ryanair's Ireland-based pilots have agreed to a temporary pay reduction aimed at saving under-threat jobs at the airline. The agreement includes a 20% pay cut that will gradually be reversed over a four-year period. To further minimise the risk to jobs, the deal also features ""productivity improvements on rosters”, and changes to working patterns and annual leave. The airline states that ""100% of its Irish pilots” have accepted the agreement. Ryanair says the deal gives it ""a framework to flex its operation during the Covid-19 crisis and a pathway to recovery when the business returns to normal in the years ahead”. The operator's UK pilots reached a similar agreement on 1 July. The Irish carrier says it has also signed agreements with Irish and UK cabin crew unions on ""up to 10% pay reductions”. As with the pilot deal, pay would be restored over a four-year period. The cabin crew agreements are subject to ballots among union members. Ryanair group chief executive Michael O'Leary said on 1 July that most of the pilot and cabin crew job losses outlined by the business in May – around 3,000 positions – could be avoided if employees agreed to pay reductions.",3-Jul-20,"Europe, Fleets, Networks, Ryanair"
49,https://www.flightglobal.com/airlines/saa-rescue-remains-uncertain-as-treasury-highlights-funding-pressures/139143.article,SAA rescue remains uncertain as treasury highlights funding pressures,"South Africa's government is urging creditors and unions to support South African Airways' proposed rescue, warning that the airline's liquidation is the worse of the options available. But the opposition Democratic Alliance believes the country's treasury, which is having to cope with funding pressures from the coronavirus crisis, is reluctant to continue bailing out the troubled airline as part of any rescue. The government's department of public enterprises has been backing a rescue plan on which creditors are set to vote on 14 July. Liquidation, it says, would be ""protracted and costly” and will ""lead to financial hardship” for employees as well as a ""substantial undervaluation” of the airline's assets. ""All SAA stakeholders...should realise that business rescue provides a better outcome than liquidation and should be supported for their collective interests,” it adds. The department argues that a rescue is a ""viable alternative” which supports job preservation and can ""bring the airline back from the brink”. ""Transformation of SAA into a competitive airline will unfortunately require sacrifices and a major restructuring, starting on a conservative basis and gradually and systematically building up over the next three years,” it says. But the treasury outlined South Africa's financial pressures during a joint meeting, on 3 July, between the parliamentary standing and select committees on finance. ""Higher government spending and borrowing has not led to higher growth in many years,” it stated. ""We should not confuse people's desire to lend us money with our ability to pay it back.” The treasury added that it considered the government has a choice between a ""looming debt spiral or fundamental reform - and no other option exists”. South Africa's political opposition, the Democratic Alliance, is accusing the department of public enterprises of misleading the public into believing that funds for SAA's rescue have been budgeted, stating that an emergency budget last month ""did not make any provision” for SAA funding. It says the rescue plan requires R33 billion in funding for three years but offers ""no guarantee”, despite projections, that the rescued airline - which the party is describing as a ""dead duck vanity project” - will become profitable in its fourth year.",3-Jul-20,"Africa, Air Transport, South African Airways"
50,https://www.flightglobal.com/business-aviation/stratos-716x-makes-maiden-sortie/139142.article,Stratos 716X makes its maiden sortie,"Stratos Aircraft has launched the flight-test campaign for its 716X, with the very light jet (N716X) performing its maiden sortie on 2 July from the airframer's base in Redmond, Oregon. Flown by test pilot Sean VanHatten, the milestone sortie lasted 22min starting with a full-power take-off and climb to 13,500ft. ""A series of manoeuvres were then conducted to evaluate handling characteristics,” says Stratos. ""The first flight of the 716X went as briefed, which is a testament to the design quality and the professionalism of the crew here at Stratos,” says VanHatten. ""The aircraft is well harmonised, and its directional stability was very good,” he adds. Startos says the sortie is the first of ""an extensive flight-test programme that will span the next several months”. Launched in 2018, the carbonfibre, single-engined 716 programme is a longer and wider version of the 714, which it replaces. The 716X is the kit-built version of the six-seat aircraft, which Stratos chose to bring to market ahead of the US Federal Aviation Administration FAR Part 23-certificated model. This is to allow the company to refine the product, lower development costs for the 716, and help attract investors who will assist in bringing this version to market. While structurally both aircraft are identical, the 716X is powered by the same 2,900lb (12.9kN)-thrust Pratt & Whitney Canada JT15D-5 engine as the 714 and features a Garmin G3X flightdeck. The certificated variant will use a 3,400lb-thrust PW535E, and feature either G3000 or G5000 avionics. ""When we introduced the proof-of-concept 714 three years ago, the marketplace interest was tremendous,” says Stratos chief techinical officer, Carsten Sundin. ""It was clear that the market is looking for the performance and comfort we were offering, but in a true six-place aircraft. We have achieved this with the 716X. With a cabin width of 4ft [1.2m] and height of 4.8ft, there is plenty of room for passengers to relax on long flights.” Stratos says it has ""invested significantly” to support the production of the 716 and 716X. Its Redmond facility totals over 3,800sq m (41,000sq ft) and ""boasts a full engineering team, design office, assembly facility, and a manufacturing machine shop complete with a gantry router, large volume 3D printer, waterjet cutter, and CNC machines,” it says. Stratos is also building a ""state-of-the-art” composite manufacturing facility on the site, it says.",3-Jul-20,"Business & General Aviation, Business Jets"
